	Lao	vietnamese	score
1252	ເຖິງວ່າຈຳນວນແຂກເຂົ້າສຸນສານອາໄລຫາຫລາຍກ່ວາເມື່ອທຽບໃສ່ວັນທຳມະດາກໍ່ຕາມ, ແຕ່ຄະນະຄຸ້ມຄອງສຸສານປະທານ ໂຮ່ຈີມິນ ໄດ້ເປັນເຈົ້າການສົມທົບຢ່າງແໜ້ນແຟ້ນລະຫວ່າງບັນດາກຳລັງໃນກຸ່ມປູຊະນີຍະສະຖານປະຫວັດສາດ - ວັດທະນະທຳ ບາດີງ ແລະ ບັນດາອົງການທີ່ກ່ຽວຂ້ອງຂອງນະຄອນ ຮ່າໂນ້ຍ, ປະຕິບັດວຽກງານກະກຽມເປັນຢ່າງດີ; ຈັດຕັ້ງການຕ້ອນຮັບ, ຮັບໃຊ້ພໍ່ແມ່ປະຊາຊົນ, ແຂກທ່ອງທ່ຽວສາກົນເຂົ້າສຸສານອາໄລຫາ ປະທານ ໂຮ່ຈີມິນ ຢ່າງລອບຄອບຖີ່ຖ້ວນ, ປອດໄພ ແລະ ຢ້ຽມຊົມບັນດາປູຊະນີຍະສະຖານ, ກິດຈະກຳວັດທະນະທຳໃນຂົງເຂດ.	Mặc dù lượng khách tham quan nhiều hơn bình thường nhưng  Ban Chấp hành Lăng Chủ tịch Hồ  Chí Minh đã và đang tích cực phối hợp với quân đội trong Tập đoàn Tư liệu  Lịch sử - Văn hóa Ba Đình và chính quyền thủ đô để thực hiện công tác chuẩn bị tốt; Tổ chức tiếp khách, phục vụ thận trọng, an toàn cho đồng bào và khách nước ngoài sang thăm Chủ tịch Hồ Chí Minh, thăm văn hóa, công tác khu vực.	3
1253	ຂ້າພະເຈົ້າໄດ້ນັ່ງຢູ່ທີ່ນັ້ນສົງໄສວ່ານະຮົກຂ້ອຍຈະຫລິ້ນແບບບໍ່ມີຄວາມຮູ້ສຶກແນວໃດ.	Tôi ngồi đó tự hỏi tại sao tôi lại tạo ra một tình huống kỳ lạ như vậy cho chính mình.	3
1254	ຂ້ອຍເວົ້າວ່າໂງ່, ເຈົ້າຮູ້, ບາງທີພວກເຮົາຄວນຝຶກອົບຮົມໃຫ້ພວກເຂົາເຮັດບາງສິ່ງທີ່ເປັນປະໂຫຍດ.	Tôi cảm thấy điều đó thật ngu ngốc, và có lẽ chúng ta nên dạy chúng làm điều gì đó hiệu quả hơn.	2
1255	ທະນາຄານພັດທະນາປະເທດບຣາຊິນ, ເຊິ່ງ ກຳ ລັງສະ ໜອງ ເງິນ ຈຳ ນວນມະຫາສານ ສຳ ລັບເຕັກໂນໂລຢີສີຂຽວ, ຍ້ອນວ່າມັນໄດ້ປະກາດໂຄງການໃນອະນາຄົດເຖິງ 56 ພັນລ້ານໂດລາ ສຳ ລັບຂະ ແໜງ ນີ້, ຍັງ ກຳ ລັງຖືຫຸ້ນໃນການລົງທືນຂ້າງເທິງ,	Ngân hàng Phát triển Brazil, vốn đang đầu tư mạnh vào công nghệ xanh, vừa công bố dự án  trị giá 56 tỷ USD cho lĩnh vực tương lai, đồng thời có một phần các khoản đầu tư liên quan.	3
1256	ທີ່ການເຮັດວຽກ, ສອງຝ່າຍໄດ້ມີການແລກປ່ຽນ ກ່ຽວກັບບັນດານະໂຍບາຍ ໜູນຊ່ວຍ ພັດທະນາຂົງເຂດວິທະຍາສາດ - ເຕັກໂນໂລຢີ ຂອງນະຄອນ ໂຮ່ຈິມິນ (ພິເສດ ໃນໄລຍະ 2016-2020); ລະບົບບໍລິຫານລັດ ກ່ຽວກັບວຽກງານຊັບສິນທາງປັນຍາ, ນະໂຍບາຍໜູນຊ່ວຍການພັດທະນາຊັບສິນທາງປັນຍາ ທີ່ນະຄອນ ໂຮ່ຈິມິນ.	Tại buổi làm việc, hai bên đã thảo luận về các chính sách hỗ trợ phát triển khoa học công nghệ của Thủ đô, đặc biệt  trong giai đoạn 2016 – 2020; Hệ thống quản lý sở hữu trí tuệ nhà nước và các chính sách thúc đẩy sở hữu trí tuệ tại các thành phố.	3
1257	Egan ໄດ້ຊັກຊວນໃຫ້ The New Yorker ເລີ່ມຕົ້ນບັນຊີກ່ຽວກັບນິຍາຍ New Yorker ຈາກສິ່ງທີ່ພວກເຂົາສາມາດ tweet ທຸກໆເສັ້ນທີ່ນາງຂຽນ.	Egan kêu gọi The New Yorker ra mắt một tài khoản  Twitter  mới, nơi họ có thể đăng tất cả các bài đăng mà cô đã viết trong phần tiểu thuyết của mình.	3
1258	ດັ່ງນັ້ນພວກເຮົາຮູ້ຫຍັງກ່ຽວກັບການຮົ່ວໄຫຼສື່ຂ່າວນີ້?	Vậy chúng ta có thể tìm hiểu gì về việc tiết lộ thông tin này?	2
1259	ສຳ ລັບຜູ້ຍິງ, ຄວາມອາຍແມ່ນເຮັດທຸກຢ່າງ, ເຮັດມັນໃຫ້ສົມບູນແບບແລະຢ່າປ່ອຍໃຫ້ຜູ້ອື່ນເຫັນທ່ານເຫື່ອ.	Đối với phụ nữ, xấu hổ là làm mọi thứ một cách hoàn hảo mà không cho ai biết bạn đang gặp khó khăn.	3
1260	ພາຍຫຼັງໄດ້ດຳເນີນມາເປັນເວລາ 3 ວັນຢູ່ນະຄອນໂຮ່ຈີມິນ, ຕອນຄ່ຳວັນທີ 24 ກັນຍາ, ເຫດການໝູ່ບ້ານ ອາຊຽນ 2017 ໄດ້ຮັບການຈັດຕັ້ງເນື່ອງໃນໂອກາດສະເຫຼີມສະຫຼອງ 50 ປີແຫ່ງວັນສ້າງຕັ້ງ ອາຊຽນ ແລະ 22 ປີແຫ່ງວັນ ຫວຽດນາມ ເຂົ້າເປັນສະມາຊິກ ອາຊຽນ ໄດ້ອັດລົງ.	Ngày 24/9,  Làng ASEAN 2017  đã kết thúc sau ba ngày tại thủ đô Viêng Chăn, đánh dấu kỷ niệm  50 năm  thành lập ASEAN và  22 năm Việt Nam gia nhập.	3
1261	ທ່ານພັນເອກ ຕ່າວວັນທ໊າຍ ໄດ້ສະແດງຄວາມຂອບອົກຂອບໃຈຕໍ່ການສະໜັບສະໜູນຢ່າງໃຫຍ່ຫຼວງຈາກເພື່ອນມິດສາກົນ, ພິເສດແມ່ນການຊ່ວຍເຫຼືອຢ່າງສຸດຈິດສຸດໃຈຂອງພັກ, ລັດ ແລະ ກອງທັບປະຊາຊົນລາວ ສຳລັບການເຕີບໃຫຍ່ຂອງກອງທັບປະຊາຊົນຫວຽດນາມກໍ່ຄືໃນການກໍ່ສ້າງແລະປ້ອງກັນສັງຄົມນິຍົມ ແຜ່ນດິນຫວຽດນາມ.	Cảm ơn sâu sắc sự hỗ trợ quý báu từ bạn bè quốc tế, đặc biệt là tình cảm và sự giúp đỡ tận tình của Đảng, Nhà nước và Quân đội Nhân dân Lào đối với sự phát triển của Quân đội Nhân dân Việt Nam, cũng như trong nỗ lực xây dựng và bảo vệ Tổ quốc xã hội chủ nghĩa Việt Nam.	3
1262	ສ້າງລະບົບຮ່ວມສຳພັນຄຸນຄ່າການພັດທະນາເສດຖະກິດ - ສັງຄົມເຂດຊົນເຜົ່າສ່ວນໜ້ອຍ	Tạo ra các chuỗi giá trị thúc đẩy phát triển kinh tế - xã hội cho các vùng đồng bào dân tộc.	3
1263	ພ້ອມທັງ, ບັນດາຄວາມຫຍຸ້ງຍາກ, ສິ່ງທ້າທາຍທີ່ ອາຊຽນ ຕ້ອງປະເຊີນໜ້າ ແລະ ຄວນສົມທົບກັນເມື່ອຜັນຂະຫຍາຍການສ້າງຕັ້ງຂອບເຂດໃຫ້ແກ່ເຄືອຂ່າຍ 5G ກໍ່ໄດ້ຍົກອອກມາປຶກສາຫາລື.	Những khó khăn và thách thức mà ASEAN phải đối mặt cũng như việc điều phối phát triển hệ sinh thái cho mạng  5G  đã được thảo luận.	3
1264	ຮັບປະກັນສະພາບແວດລ້ອມແຫ່ງການລົງທຶນໃຫ້ດີທີ່ສຸດ ເພື່ອໃຫ້ນັກລັງທຶນຕ່າງປະເທດຂະຫຍາຍຕົວຢູ່ ຫວຽດນາມ	Nó dự định tạo ra môi trường đầu tư tốt nhất cho các nhà đầu tư nước ngoài phát triển tại Việt Nam.	3
1265	ປອ ຟ້າມວັນເຕີນຊີ້ແຈ້ງວ່າ ເພື່ອໃຫ້ບັນດາອົງການຈັດຕັ້ງນີ້ປະກອບສ່ວນດີກວ່າອີກ ຄວນຍົກສູງຄວາມຮັບຮູ້ຂອງປະຊາຊົນ, ສິ່ງສຳຄັນແມ່ນຄວາມຮັບຮູ້ ແລະ ຄວາມຮັບຜິດຊອບຂອງບັນດາອົງການໃນກົງຈັກລັດໃນການປະກາດໃຊ້ນະໂຍບາຍ, ແຜນນະໂຍບາຍ ກົດໝາຍ ເພື່ອເພີ່ມທະວີບົດບາດຂອງບັນດາອົງການຈັດຕັ້ງສັງຄົມ.	TS Phạm Văn Tân nhấn mạnh, để các tổ chức này hoạt động hiệu quả hơn, cần nâng cao nhận thức cộng đồng và đặc biệt là trách nhiệm của các cơ quan nhà nước trong việc xây dựng chính sách, pháp luật nhằm tăng cường vai trò của các tổ chức xã hội.	3
1266	ໃນປະເທດໄນຈີເຣຍ, ຜູ້ຄົນຖືເອົາຂອງທີ່ມີຄ່າທີ່ສຸດໃສ່ຫົວຂອງພວກເຂົາ.	Ở Nigeria,  mọi người thường mang theo những món đồ quý giá nhất của họ trên đầu.	3
1267	ອາດຈະຢັ້ງຢືນໄດ້ວ່າ ການເຕີບໂຕຂອງເສດຖະກິດຫວຽດນາມ ໃກ້ຈະບັນລຸລະດັບສູງຕາມເປົ້າໝາຍສູ້ຊົນຂອງປີ 2019 ແມ່ນ 6,6 – 6,8% ເຊິ່ງສະພາແຫ່ງຊາດຫວຽດນາມໄດ້ມອບໝາຍໃຫ້.	Bộ trưởng Mai Tiến Dũng khẳng định, tăng trưởng của Việt Nam nhiều khả năng sẽ đạt gần mức cao nhất của mục tiêu đề ra trong năm nay (mục tiêu tăng trưởng được Hội đồng Quốc gia giao năm 2019 là 6,6-6,8%).	3
1268	ພໍ່ຂອງຂ້ອຍໄດ້ປະໄວ້ມໍລະດົກຂອງການຂຽນຂອງລາວຜ່ານຈົດ ໝາຍ ແລະປື້ມບັນທຶກ.	Cha tôi đã để lại cho tôi một di sản quý giá thông qua những lá thư và nhật ký viết tay của ông.	3
1269	ທະນາຄານ UOB ຄາດຄະເນ ຫວຽດນາມ ດຶງດູດທຶນ FDI ໄດ້ 20 ຕື້ USD ໃນປີນີ້	UOB ước tính Việt Nam sẽ thu hút 20 tỷ USD vốn FDI trong năm nay.	3
1270	ກ່າວຄຳເຫັນທີ່ພິທີຊັກທຸງ ອາຊຽນ ປີ 2018, ທ່ານ ຫງວຽນມິງແອງ ອຸປະທູດຊົ່ວຄາວສະຖານທູດ ຫວຽດນາມ ປະຈຳ ຈີເລ ເນັ້ນໜັກວ່າ ການປະກອບສ່ວນຂອງ ອາຊຽນ ສຳລັບສັນຕິພາບ ແລະ ສະຖຽນລະພາບຂອງພາກພື້ນ ອາຊີຕາເວັນອອກສ່ຽງໃຕ້ໃນຕະຫລອດ 51 ປີຜ່ານມາ, ໃນນັ້ນ ສິ່ງທີ່ເປັນໜ້າສົນໃຈ ນັ້ນແມ່ນການສ້າງຕັ້ງປະຊາຄົມອາຊຽນ.	Tại lễ chào cờ ASEAN năm 2018,  Đại sứ  Nguyễn Minh Anh nhấn mạnh những đóng góp của ASEAN đối với hòa bình, ổn định ở Đông Nam Á trong  51 năm qua, đặc biệt là việc thành lập Cộng đồng ASEAN.	3
1271	ຮ່າໂນ້ຍ ເພີ່ມທະວີການຮ່ວມມືກັບ ຝລັ່ງໃນຂົງເຂດພັດທະນາຄົມມະນາຄົມ, ຕົວເມືອງ	Hà Nội đang xúc tiến hợp tác với Pháp trong lĩnh vực giao thông và phát triển đô thị.	2
1272	ຄົ້ນຄວ້າຮ່າງກົດໝາຍບາງສະບັບທີ່ສົ່ງຜົນກະທົບເຖິງເຂດຊົນເຜົ່າສ່ວນໜ້ອຍ	Đánh giá một số dự án pháp lý đã có tác động đáng kể đến vùng đồng bào dân tộc thiểu số.	3
1273	ຄົນສ່ວນໃຫຍ່ຄາດເດົາວ່າຂໍ້ຄວາມທີ່ໂທຫາເພື່ອປະຢັດເງິນຈະເຮັດວຽກໄດ້ດີທີ່ສຸດ.	Hầu hết mọi người nghĩ rằng một thông điệp gây quỹ sẽ hiệu quả nhất.	3
1274	ເຄື່ອງມືເຫລົ່ານັ້ນແມ່ນເຄື່ອງມືທີ່ພວກເຂົາຮຽນພຽງແຕ່ປະຕິບັດງານພາຍໃນນາທີ.	Đó là một công cụ họ chỉ cần vài phút để học cách sử dụng.	3
1275	ປັດຈຸບັນ, ການລົງທຶນຂອງບັນດາວິສາຫະກິດ ຫວຽດນາມ ຢູ່ ລາວ ຢືນອັນດັບທີ 3 ໃນຈຳນວນບັນດາປະເທດມີໂຄງການລົງທຶນຢູ່ ລາວ.	Hiện nay,  đầu tư của các doanh nghiệp Việt Nam vào Lào đứng thứ ba trong số các nước có dự án đầu tư tại đây.	3
1276	ຫວຽດນາມ, ລາວ ແລະ ກຳປູເຈຍ ແກ້ໄຂບັນດາຮົ້ວກີດຂວາງເພື່ອຊຸກຍູ້ການແລກປ່ຽນການຄ້າເຂດຊາຍແດນ	Việt Nam, Lào và Campuchia đang nỗ lực dỡ bỏ các rào cản để thúc đẩy thương mại biên giới.	3
1277	ຄວາມສາມາດບົ່ມຊ້ອນການພັດທະນາຂອງເສດຖະກິດ ຫວຽດນາມ ຈະນຳມາເຊິ່ງຫຼາຍກາລະໂອກາດໃຫ້ແກ່ວິສາຫະກິດ ຍີ່ປຸ່ນ	Tiềm năng phát triển kinh tế của Việt Nam sẽ tạo cơ hội cho các doanh nghiệp Nhật Bản.	3
1278	ກອງປະຊຸມແມ່ນໜຶ່ງໃນບັນດາຂໍ້ລິເລີ່ມຂອງ ຫວຽດນາມ ເພື່ອແນໃສ່ຍູ້ແຮງການສົມທົບກັນໃນພາກພື້ນ ກ່ຽວກັບນະໂຍບາຍ, ການລົງທຶນ, ການພັດທະນາເຕັກໂນໂລຢີ, ການບໍລິການ ແລະ ເຄືອຂ່າຍ 5G	Hội nghị là một trong những sáng kiến của Việt Nam nhằm tăng cường hợp tác khu vực về chính sách, đầu tư, phát triển công nghệ, dịch vụ và triển khai 5G.	3
1279	ແລະເຮັດແບບດຽວກັນກັບຖະແຫຼງການສາກົນກ່ຽວກັບສິດທິມະນຸດແລະການດັດແກ້ທັງ ໝົດ ທີ່ໄດ້ສະ ເໜີ ແລະຖະແຫຼງການສາກົນກ່ຽວກັບສິດທິມະນຸດແລະຂໍ້ຕົກລົງວ່າດ້ວຍສິດທິມະນຸດແລະສິດທິພື້ນຖານຂອງສະຫະພາບເອີຣົບແລະການປາກເວົ້າເສລີບໍ?	Và làm điều tương tự với Tuyên ngôn Nhân quyền và các Đề xuất Bổ sung,  Tuyên ngôn Quốc tế Nhân quyền, Hiệp định Liên minh Châu Âu về Nhân quyền và các Quyền Cơ bản, và Quyền Tự do Ngôn luận?	3
1280	ແລະຂ້ອຍກໍ່ບໍ່ໄດ້ອອກຈາກເຮືອນປະມານສາມມື້.	Sự thật là, tôi đã không rời khỏi nhà trong khoảng ba ngày.	2
